stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
5287,5287,"WB 17 AV SW@ 1 ST SW",,  51.037904,-114.066586,,,0
5288,5288,"NB 14 ST SW@ 17 AV SW",,  51.038280,-114.094582,,,0
5289,5289,"NB Nose Hill DR @ Range DR NW",,  51.126204,-114.195796,,,0
5290,5290,"NB 14 ST SW@ 15 AV SW",,  51.039711,-114.094592,,,0
5291,5291,"EB 12 AV SW@ 14 ST SW",,  51.042230,-114.094249,,,0
5292,5292,"EB 12 AV SW@ 8 ST SW",,  51.041884,-114.081909,,,0
5293,5293,"NB 31 ST NW@ 32 AV NW",,  51.082384,-114.129218,,,0
5294,5294,"NB 1 ST SW@ 12 AV SW",,  51.041856,-114.065651,,,0
5295,5295,"NB Sarcee RD@ 40 AV SW",,  51.016858,-114.135480,,,0
5298,5298,"NB Brisebois DR @ Northmount DR NW",,  51.093339,-114.128468,,,0
5299,5299,"NB 1 ST SW@ 8 AV SW",,  51.045259,-114.065407,,,0
5300,5300,"NB 1 ST SW@ 6 AV SW",,  51.047790,-114.065162,,,0
5301,5301,"EB 5 AV S@ Centre ST S",,  51.048279,-114.062091,,,0
5302,5302,"EB Canada Olympic RD @ Canada Olympic GT SW",,  51.083891,-114.217136,,,0
5303,5303,"NB 1 ST SW@ 7 AV SW",,  51.046400,-114.065335,,,0
5304,5304,"WB 11 AV SW@ 8 ST SW",,  51.042961,-114.082075,,,0
5305,5305,"SB 14 ST SW@ 12 AV SW",,  51.041840,-114.094859,,,0
5306,5306,"EB 5 AV S@ Centre ST S",,  51.048287,-114.062391,,,0
5307,5307,"SB 17A ST SW@ 17 AV SW",,  51.037455,-114.102994,,,0
5308,5308,"WB 26 AV SW@ 20 ST SW",,  51.030479,-114.108978,,,0
5309,5309,"WB 26 AV SW Overpass @ Crowchild TR",,  51.030207,-114.118709,,,0
5310,5310,"WB 26 AV SW@ 29 ST SW",,  51.030138,-114.130153,,,0
5311,5311,"WB 26 AV SW@ 35 ST SW",,  51.030127,-114.138855,,,0
5312,5312,"WB 26 AV SW@ 37 ST SW",,  51.030133,-114.140937,,,0
5313,5313,"WB 26 AV SW@ 49 ST SW",,  51.030574,-114.158640,,,0
5314,5314,"NB Riverbend DR @ Rivergreen CR SE",,  50.975639,-114.023881,,,0
5315,5315,"Richmond Road Terminal SB",,  51.018820,-114.160586,,,0
5316,5316,"EB Heritage Meadows WY @ 11 ST SE",,  50.983752,-114.041189,,,0
5317,5317,"EB 26 AV SW@ 49 ST SW",,  51.030451,-114.156922,,,0
5318,5318,"EB 26 AV SW@ 42 ST SW",,  51.030427,-114.147438,,,0
5319,5319,"EB 26 AV SW@ 37 ST SW",,  51.029978,-114.140490,,,0
5320,5320,"EB 26 AV SW@ 29 ST SW",,  51.029990,-114.128878,,,0
5321,5321,"EB 26 AV SW@ 22 ST SW",,  51.030364,-114.113792,,,0
5322,5322,"NB 17A ST SW@ 23 AV SW",,  51.033514,-114.103325,,,0
5323,5323,"NB Riverbend DR @ Riverside CL SE",,  50.977529,-114.025299,,,0
5324,5324,"EB 17 AV SW@ 2 ST SW",,  51.037697,-114.068026,,,0
5325,5325,"NB 1 ST SW@ 17 AV SW",,  51.038193,-114.065897,,,0
5326,5326,"SB Edgemont DR @ Edgemont PL NW",,  51.114333,-114.147572,,,0
5327,5327,"NB 1 ST SW@ 14 AV SW",,  51.039979,-114.065741,,,0
5328,5328,"EB Prospect AV @ 8 ST SW",,  51.032345,-114.083813,,,0
5329,5329,"WB 11 AV S @ Centre ST",,  51.042464,-114.064072,,,0
5330,5330,"SB 1 ST SW@ 12 AV SW",,  51.041135,-114.065954,,,0
5331,5331,"SB 14 ST SW@ 17 AV SW",,  51.037451,-114.094876,,,0
5332,5332,"SB 14 ST SW@ 21 AV SW",,  51.035155,-114.094778,,,0
5333,5333,"SB 14 ST SW@ 26 AV SW",,  51.030101,-114.094823,,,0
5334,5334,"SB 14 ST SW@ 28 AV SW",,  51.028220,-114.094784,,,0
5335,5335,"SB 14 ST SW@ 30 AV SW",,  51.026502,-114.094791,,,0
5336,5336,"WB 33 AV SW@ 15 ST SW",,  51.024063,-114.097639,,,0
5337,5337,"WB 33 AV SW@ 16 ST SW",,  51.024045,-114.100151,,,0
5338,5338,"WB 33 AV SW@ 17 ST SW",,  51.024052,-114.102618,,,0
5339,5339,"SB 20 ST SW@ 33 AV SW",,  51.023612,-114.109548,,,0
5340,5340,"SB 20 ST SW @ Somme AV",,  51.020800,-114.109324,,,0
5341,5341,"SB 20 ST SW @ 38 AV SW",,  51.019387,-114.109283,,,0
5342,5342,"SB 20 ST SW @ Cambrai AV",,  51.017435,-114.109276,,,0
5343,5343,"SB 20 ST SW @ 42 AV SW",,  51.015559,-114.109436,,,0
5344,5344,"SB 20 ST SW @ Passchendaele AV",,  51.013859,-114.109413,,,0
5345,5345,"SB 20 ST SW @ QUENTIN AV",,  51.012213,-114.109416,,,0
5346,5346,"SB 20 ST SW @ 47 AV SW",,  51.010864,-114.109429,,,0
5347,5347,"WB 50 AV SW @ 20 ST SW",,  51.008806,-114.109870,,,0
5348,5348,"SB 20 ST SW@ 50 AV SW",,  51.008260,-114.109263,,,0
5349,5349,"WB 54 AV SW @ Crowchild TR",,  51.005296,-114.117445,,,0
5350,5350,"EB 54 AV SW@ Lissington DR",,  51.004940,-114.114302,,,0
5351,5351,"NB 20 ST SW@ 54 AV SW",,  51.005423,-114.109097,,,0
5352,5352,"NB 20 ST SW@ 52 AV SW",,  51.007221,-114.109085,,,0
5353,5353,"NB 20 ST SW@ 50 AV SW",,  51.009159,-114.109235,,,0
5354,5354,"NB 20 ST SW@ 48 AV SW",,  51.011039,-114.109232,,,0
5355,5355,"NB 20 ST SW@ 46 AV SW",,  51.012829,-114.109235,,,0
5356,5356,"NB 20 ST SW@ 44 AV SW",,  51.014574,-114.109226,,,0
5357,5357,"NB 20 ST SW@ 42 AV SW",,  51.016423,-114.109083,,,0
5358,5358,"NB 20 ST SW@ 40 AV SW",,  51.018195,-114.109072,,,0
5359,5359,"NB 20 ST SW@ 38 AV SW",,  51.020077,-114.109155,,,0
5360,5360,"NB 20 ST SW@ 36 AV SW",,  51.021884,-114.109128,,,0
5361,5361,"EB 33 AV SW@ 20 ST SW",,  51.023933,-114.108715,,,0
5362,5362,"EB 33 AV SW@ 19 ST SW",,  51.023921,-114.106405,,,0
5363,5363,"EB 33 AV SW@ 17 ST SW",,  51.023943,-114.101498,,,0
5364,5364,"EB 33 AV SW@ 16 ST SW",,  51.023930,-114.099145,,,0
5365,5365,"NB 14 ST SW @ Council WY",,  51.024347,-114.094570,,,0
5366,5366,"NB 14 ST SW@ Joliet AV",,  51.026335,-114.094588,,,0
5367,5367,"NB 14 ST SW@ Premier WY",,  51.028511,-114.094566,,,0
5368,5368,"NB 14 ST SW@ Quebec AV",,  51.029807,-114.094584,,,0
5369,5369,"NB 14 ST SW@ 25 AV SW",,  51.031785,-114.094561,,,0
5370,5370,"NB 14 ST SW@ 23 AV SW",,  51.033324,-114.094593,,,0
5371,5371,"NB Harvest Hills BV @ Harvest Oak GA NE",,  51.146225,-114.063909,,,0
5372,5372,"NB Harvest Hills BV @ Harvest Oak DR NE",,  51.152154,-114.064677,,,0
5373,5373,"SB 20 ST SW@ 52 AV SW",,  51.006399,-114.109293,,,0
5374,5374,"WB 54 AV SW@ 20 ST SW",,  51.005079,-114.109760,,,0
5375,5375,"WB 54 AV SW@ 21 ST SW",,  51.005066,-114.112498,,,0
5376,5376,"WB Beddington BV @ Huntington RD NE",,  51.125244,-114.059780,,,0
5378,5378,"NB 2 AV NW@ 9 ST NW",,  51.055086,-114.082811,,,0
5379,5379,"EB 2 AV NW@ 6 ST NW",,  51.058343,-114.077440,,,0
5380,5380,"NB @ 5 ST NW Terminal",,  51.059006,-114.074101,,,0
5381,5381,"NB Scenic Acres Dr @ Scenic RD NW",,  51.116382,-114.210853,,,0
5382,5382,"NB Sandstone DR @ Berkshire BV NW",,  51.134296,-114.089728,,,0
5383,5383,"WB Sandstone DR@ Sanderling HL NW",,  51.139601,-114.093640,,,0
5384,5384,"EB 5 AV SW@ 3 ST SW",,  51.048475,-114.069171,,,0
5385,5385,"EB 5 AV SW@ 1 ST SW",,  51.048393,-114.065894,,,0
5386,5386,"EB 5 AV SW@ 1 ST SW",,  51.048397,-114.065694,,,0
5387,5387,"EB 12 AV SE@ 1 ST SE",,  51.041223,-114.060483,,,0
5388,5388,"EB 7 ST SE@ MacDonald AV",,  51.041017,-114.045901,,,0
5389,5389,"SB Bellevue AV @ MacDonald AV SE",,  51.040799,-114.043346,,,0
5390,5390,"WB 23 AV SE@ 8 ST SE",,  51.033015,-114.041417,,,0
5391,5391,"SB 2A ST SE @ N. of 25 AV SE",,  51.032633,-114.058360,,,0
5392,5392,"NB Spiller RD@ 6 ST SE",,  51.031039,-114.047934,,,0
5393,5393,"WB 21 AV SE@ Spiller RD",,  51.034644,-114.042183,,,0
5394,5394,"NB 31 ST NW@ 34 AV NW",,  51.084894,-114.129248,,,0
5395,5395,"NB 8 ST SE@ 17 AV SE",,  51.038148,-114.041318,,,0
5396,5396,"WB 12 AV SE@ 6 ST SE",,  51.041080,-114.048779,,,0
5397,5397,"NB Olympic WY@ 12 AV SE",,  51.041574,-114.053356,,,0
5398,5398,"NB Edgepark BV @ Edgepark DR NW",,  51.136380,-114.156864,,,0
5399,5399,"WB 5 AV NW@ 10 ST NW",,  51.057174,-114.086477,,,0
5400,5400,"WB 5 AV NW@ 19 ST NW",,  51.057323,-114.106192,,,0
5401,5401,"NB Crowchild TR@ 5 AV NW",,  51.057673,-114.117802,,,0
5402,5402,"NB University DR @ N. of 14 AV NW",,  51.065525,-114.120341,,,0
5403,5403,"NB University DR @ McMahon Stadium",,  51.071096,-114.125206,,,0
5405,5405,"SB 23 ST NW@ 2 AV NW",,  51.054053,-114.115473,,,0
5406,5406,"SB 52 ST SE @  S.Leg Erin Woods DR",,  51.018591,-113.958610,,,0
5407,5407,"NB University DR @ 24 AV NW",,  51.074708,-114.128366,,,0
5408,5408,"WB University WY@ Craigie Hall",,  51.076363,-114.128706,,,0
5409,5409,"EB 24 AV NW @ Upper PL",,  51.074550,-114.133258,,,0
5410,5410,"WB 24 AV NW @ Ulrich RD",,  51.074527,-114.138928,,,0
5412,5412,"SB Elbow DR@ Malibou RD SW",,  50.995642,-114.083293,,,0
5413,5413,"WB 32 AV NW @ Collegiate BV",,  51.081602,-114.138034,,,0
5414,5414,"NB 37 ST NW@ 32 AV NW",,  51.081973,-114.141096,,,0
5415,5415,"WB 40 AV NW @ Vardell RD",,  51.088104,-114.143131,,,0
5417,5417,"WB 40 AV NW@ 49 ST NW",,  51.088340,-114.159098,,,0
5418,5418,"EB Varsity Terminal @ 40 AV NW",,  51.088778,-114.167127,,,0
5419,5419,"EB Scenic Acres GA @ Scenic Acres DR NW",,  51.114435,-114.211042,,,0
5420,5420,"NB 10 ST SW @ Prospect AV",,  51.032222,-114.085718,,,0
5421,5421,"SB Centre ST S@ 5 AV S",,  51.047690,-114.062971,,,0
5423,5423,"WB 58 AV SW@ 5 ST SW",,  51.001452,-114.076813,,,0
5424,5424,"EB 40 AV NW@ Shaganappi TR",,  51.088105,-114.153114,,,0
5425,5425,"EB 40 AV NW@ 37 ST NW",,  51.087393,-114.140533,,,0
5426,5426,"SB 37 ST NW@ 40 AV NW",,  51.086584,-114.141326,,,0
5427,5427,"EB 7 AV SW@ 6 ST SW",,  51.046832,-114.076838,,,0
5428,5428,"EB 58 AV SW @ Maple PL",,  51.001294,-114.078049,,,0
5429,5429,"EB 24 AV NW @ Upton PL",,  51.074153,-114.135068,,,0
5430,5430,"WB University WY@ Craigie HALL",,  51.076289,-114.128982,,,0
5431,5431,"NB 4 ST SW@ 11 AV SW",,  51.043374,-114.071277,,,0
5432,5432,"EB 9 AV SW@ 11 ST SW",,  51.045221,-114.087598,,,0
5433,5433,"SB University DR @ 16 AV NW",,  51.067514,-114.122587,,,0
5434,5434,"SB University DR @ 13 AV NW",,  51.063782,-114.119321,,,0
5435,5435,"EB 5 AV NW @ Crowchild TR",,  51.057124,-114.117066,,,0
5436,5436,"EB 6 AV NW@ 18 ST NW",,  51.057536,-114.101740,,,0
5437,5437,"EB 5 AV NW@ 12 ST NW",,  51.057012,-114.091140,,,0
5438,5438,"EB 1 AV NE@ 6 ST NE",,  51.053205,-114.047693,,,0
5439,5439,"EB 1 AV NE@ 10 ST NE",,  51.053174,-114.037234,,,0
5440,5440,"SB 11 ST NE@ McDougall RD",,  51.050502,-114.036849,,,0
5441,5441,"EB Bow Valley LN @ 11 ST NE",,  51.048921,-114.036236,,,0
5442,5442,"WB 1 AV NE@ 10 ST NE",,  51.053306,-114.038196,,,0
5443,5443,"SB Harvest Hills BV @ 96 AV NE",,  51.142036,-114.070045,,,0
5444,5444,"WB 6 AV SW @ 5 ST SW",,  51.047843,-114.074462,,,0
5445,5445,"EB 32 AV NW @ 39 ST NW",,  51.081357,-114.144218,,,0
5446,5446,"WB 6 AV SW @ 8 ST SW",,  51.048101,-114.081510,,,0
5447,5447,"WB 6 AV SW@ 8 ST SW",,  51.048079,-114.081711,,,0
5448,5448,"WB 6 AV SW@ 14 ST SW",,  51.046315,-114.093951,,,0
5449,5449,"NB 14 ST NW @ Bowness RD",,  51.050891,-114.094592,,,0
5450,5450,"NB 4 ST SW@ 12 AV SW",,  51.042224,-114.071321,,,0
5451,5451,"NB 14 ST NW @ Kensington RD",,  51.052906,-114.094580,,,0
5452,5452,"NB 4 ST SW@ 6 AV SW",,  51.048035,-114.071354,,,0
5453,5453,"NB 14 ST NW@ 14 AV NW",,  51.064097,-114.093936,,,0
5454,5454,"EB Country Hills BV @ Harvest Hills BV N",,  51.154060,-114.062853,,,0
5455,5455,"NB 14 ST NW@ 14 AV NW",,  51.065862,-114.094011,,,0
5457,5457,"NB 14 ST NW@ 16 AV NW",,  51.067918,-114.094224,,,0
5458,5458,"EB Promenade WY @ Promenade PA SE",,  50.913457,-113.963154,,,0
5459,5459,"WB 20 AV NW@ 14 ST NW",,  51.070597,-114.095256,,,0
5460,5460,"EB 96 AV NE@ Harvest Hills LI",,  51.141070,-114.053934,,,0
5461,5461,"WB Morley TR @ 19 ST NW",,  51.075129,-114.106780,,,0
5462,5462,"EB 96 AV NE@ Harvest Rose PA",,  51.141359,-114.061683,,,0
5463,5463,"WB 96 AV NE@ Harvest Rose PA",,  51.141719,-114.063236,,,0
5464,5464,"NB 4 ST SW@ 7 AV SW",,  51.046344,-114.071332,,,0
5465,5465,"NB 17 ST SE@ 3 AV SE",,  51.050621,-114.013280,,,0
5466,5466,"NB Charleswood DR @ 24 ST NW",,  51.087087,-114.119672,,,0
5467,5467,"WB Northmount Dr @ Charleswood DR NW",,  51.089499,-114.117908,,,0
5468,5468,"WB 96 AV NE @ Harvest Hills LI",,  51.141173,-114.055377,,,0
5469,5469,"WB Northmount DR @ Brisebois DR NW",,  51.093322,-114.129240,,,0
5470,5470,"WB Bow TR @ 26 ST SW",,  51.041714,-114.123916,,,0
5471,5471,"SB Ogden RD @ 69th AVE SE",,  50.990768,-114.001851,,,0
5472,5472,"EB Everridge DR @ Eversyde BV SW",,  50.911095,-114.109187,,,0
5473,5473,"WB Dalhousie DR @ Dalton DR NW",,  51.103526,-114.148152,,,0
5474,5474,"NB Northland DR @ Northmount DR NW",,  51.096400,-114.141063,,,0
5475,5475,"EB Everridge DR @ Everridge WY SW",,  50.910737,-114.115782,,,0
5476,5476,"WB Dalhousie DR @ 53 ST NW",,  51.108419,-114.162896,,,0
5477,5477,"NB Shawinigan DR @ 162 AV SW",,  50.903230,-114.076216,,,0
5478,5478,"EB Dalhousie DR @ Dalton DR NW",,  51.104417,-114.154055,,,0
5479,5479,"NB Shawinigan DR @ Shawbrooke DR SW",,  50.906807,-114.087601,,,0
5480,5480,"WB John Laurie BV @ Nose Hill DR NW",,  51.128236,-114.195401,,,0
5481,5481,"NB 14 ST NW @ North Haven DR",,  51.092447,-114.094557,,,0
5482,5482,"NB Midpark DR @ Midbend CR SE",,  50.911700,-114.058171,,,0
5483,5483,"NB 14 ST NW @ 5 AV NW",,  51.057870,-114.094540,,,0
5484,5484,"EB Dalhousie DR @ 53 ST NW",,  51.107406,-114.161215,,,0
5485,5485,"WB 6 AV SE @ 4 ST SE",,  51.047266,-114.054022,,,0
5486,5486,"WB 32 AV NW @ 37 ST NW",,  51.081635,-114.141617,,,0
5487,5487,"SB 14 ST NW @ Northmount DR",,  51.083415,-114.094881,,,0
5488,5488,"EB Dalhousie DR @ 53 ST NW",,  51.107445,-114.161327,,,0
5489,5489,"EB Dalhousie DR @ Dalton DR NW",,  51.103298,-114.146923,,,0
5490,5490,"EB Dalhousie DR @ Dalton DR NW",,  51.103298,-114.146923,,,0
5491,5491,"SB Northland DR @ 52 AV NW",,  51.100423,-114.141514,,,0
5492,5492,"SB Northland DR @ Northmount DR NW",,  51.095512,-114.141503,,,0
5493,5493,"NB 14 ST NW @ Cambrian DR",,  51.083765,-114.094487,,,0
5494,5494,"EB Northmount DR @ Boulton RD NW",,  51.095951,-114.139962,,,0
5495,5495,"EB Northmount DR @ Brisebois DR NW",,  51.092808,-114.128444,,,0
5496,5496,"WB Bergen RD @ Centre ST N",,  51.129050,-114.072018,,,0
5497,5497,"NB Sandstone DR @ Sanderling RI NW",,  51.137059,-114.090884,,,0
5498,5498,"SB Charleswood DR @ Brighton DR NW",,  51.087375,-114.119683,,,0
5499,5499,"NB Bermuda DR @ Bergen RD NW",,  51.129721,-114.074734,,,0
5500,5500,"NB Berkshire RD @ Bermuda DR NW",,  51.132836,-114.083129,,,0
5502,5502,"SB 14 ST NW @ North Haven DR",,  51.091825,-114.094882,,,0
5503,5503,"EB Morley TR @ 24 ST NW",,  51.080251,-114.117470,,,0
5504,5504,"EB 20 AV NW @ 19 ST NW",,  51.070470,-114.105714,,,0
5505,5505,"SB 14 ST NW @ 20 AV NW",,  51.069916,-114.094984,,,0
5506,5506,"SB Riverbend DR @ Riverbrook RD SE",,  50.977453,-114.018807,,,0
5507,5507,"SB 14 ST NW @ 16 AV NW",,  51.065678,-114.095278,,,0
5508,5508,"SB 14 ST NW @ 16 AV NW",,  51.065742,-114.095331,,,0
5509,5509,"SB 14 ST NW @ 14 AV NW",,  51.063744,-114.095271,,,0
5510,5510,"SB Edmonton TR @ 14 AV NE",,  51.064677,-114.056370,,,0
5511,5511,"SB 14 ST NW @ 6 AV NW",,  51.057131,-114.094843,,,0
5512,5512,"WB James McKevitt RD @ Shawnee GA SW",,  50.921441,-114.075686,,,0
5513,5513,"SB 14 ST NW @ Kensington RD",,  51.052157,-114.094869,,,0
5514,5514,"SB 19 ST NW @ 24 AV NW",,  51.073878,-114.106401,,,0
5515,5515,"SB 14 ST SW @ 9 AV SW",,  51.045732,-114.095828,,,0
5516,5516,"EB 9 AV SW @ 8 ST SW",,  51.045036,-114.080918,,,0
5517,5517,"EB Riverbend GA @ Riverbend DR SE",,  50.975545,-114.018074,,,0
5518,5518,"EB 9 AV S @ Centre ST S",,  51.044509,-114.063457,,,0
5519,5519,"SB Centre ST N @ Beddington BV N",,  51.124472,-114.071664,,,0
5520,5520,"SB 1 ST SE @ 17 AV SE",,  51.037492,-114.061276,,,0
5521,5521,"SB Macleod TR @ 31 AV SW",,  51.025540,-114.059237,,,0
5522,5522,"SB Macleod TR @ Mission RD SW",,  51.021208,-114.061137,,,0
5523,5523,"SB Macleod TR @ 39 AV SW",,  51.018371,-114.063156,,,0
5524,5524,"SB Macleod TR @ 50 AV SW",,  51.009116,-114.067833,,,0
5525,5525,"EB 61 AV SW @ 3 ST SW",,  50.997553,-114.069090,,,0
5526,5526,"EB 61 AV SW @ 3 ST SW",,  50.997554,-114.068777,,,0
5527,5527,"NB Centre ST N @ 78 AV N",,  51.123426,-114.071216,,,0
5528,5528,"Chinook LRT Station NB",,  50.997248,-114.067328,,,0
5529,5529,"SB Centre ST S @ 61 AV S",,  50.997559,-114.063905,,,0
5530,5530,"SB Fairmount DR @ Farrell RD SE",,  50.991775,-114.063967,,,0
5531,5531,"SB Fairmount DR @ 78 AV SE",,  50.983575,-114.060509,,,0
5532,5532,"SB Fairmount DR @ 86 AV SE",,  50.975475,-114.059981,,,0
5533,5533,"SB Fairmount DR @ 92 AV SE",,  50.970249,-114.059285,,,0
5534,5534,"SB Fairmount DR @ Southland DR SE",,  50.963643,-114.058777,,,0
5535,5535,"SB Fairmount DR @ Willow Ridge PL SE",,  50.956228,-114.059715,,,0
5536,5536,"SB Fairmount DR @ N. of Bonaventure DR SE",,  50.954984,-114.059979,,,0
5537,5537,"SB Bonaventure DR @ Fairmount DR SE",,  50.951576,-114.060365,,,0
5539,5539,"EB Berkley DR @ 13 ST NW",,  51.127028,-114.093701,,,0
5540,5540,"SB Berkley DR @ Berkshire BV NW",,  51.131507,-114.099853,,,0
5541,5541,"SB 21 ST SE @ Riverwood CL",,  50.970551,-114.009205,,,0
5542,5542,"NB Bonaventure DR @ S. of Fairmount DR SE",,  50.953155,-114.060209,,,0
5543,5543,"SB 52 ST SE @ McKenzie Towne LI",,  50.914432,-113.955354,,,0
5544,5544,"NB Fairmount DR @ Willingdon BV SE",,  50.954440,-114.059786,,,0
5545,5545,"NB Fairmount DR @  Willow Ridge PL SE",,  50.956755,-114.059226,,,0
5546,5546,"NB Fairmount DR @ Willow Park DR SE",,  50.958708,-114.058904,,,0
5547,5547,"NB Fairmount DR @ Southland DR SE",,  50.964464,-114.058511,,,0
5548,5548,"NB Fairmount DR @ Acadia DR SE",,  50.972603,-114.059151,,,0
5549,5549,"NB Fairmount DR @ Heritage DR SE",,  50.979960,-114.059840,,,0
5550,5550,"NB Fairmount DR @ Fyffe RD SE",,  50.985464,-114.059791,,,0
5551,5551,"NB Centre ST S @ Glenmore TR",,  50.994827,-114.063703,,,0
5552,5552,"WB 61 AV S @ Centre ST S",,  50.997801,-114.064271,,,0
5553,5553,"Chinook LRT Station SB",,  50.997470,-114.066200,,,0
5554,5554,"NB Macleod TR @ 55 AV SW",,  51.004394,-114.070355,,,0
5555,5555,"NB Macleod TR @ 50 AV SW",,  51.008464,-114.067675,,,0
5556,5556,"NB Macleod TR @ 42 AV SE",,  51.016678,-114.063805,,,0
5557,5557,"NB Macleod TR @ 39 AV SE",,  51.018844,-114.062299,,,0
5558,5558,"NB Macleod TR @ 31 AV SE",,  51.025891,-114.058887,,,0
5559,5559,"NB Macleod TR @ 17 AV SE",,  51.038349,-114.058511,,,0
5560,5560,"NB Macleod TR @ 12 AV SE",,  51.041428,-114.058273,,,0
5561,5561,"WB 6 AV SE @ 1 ST SE",,  51.047494,-114.059858,,,0
5563,5563,"EB Midlake BV @ Bannister RD SE",,  50.914109,-114.064194,,,0
5564,5564,"WB 37 AV NE @ Barlow TR",,  51.086787,-114.002651,,,0
5565,5565,"NB Midridge DR @ Midlake BV SE",,  50.915414,-114.061721,,,0
5566,5566,"NB Midridge DR @ Midglen WY SE",,  50.918896,-114.052138,,,0
5567,5567,"SB Midvalley DR @ Midvalley WY SE",,  50.914332,-114.044871,,,0
5568,5568,"NB Midvalley DR @ Midvalley CR SE",,  50.911182,-114.041613,,,0
5569,5569,"NB Midvalley DR @ Midvalley WY SE",,  50.914793,-114.045312,,,0
5570,5570,"WB Midridge DR @ Midridge CL SE",,  50.919527,-114.057164,,,0
5571,5571,"SB 11 ST NE @ Bow Valley LN",,  51.049187,-114.036790,,,0
5572,5572,"SB 4 ST SW @ Rideau RD",,  51.027957,-114.071650,,,0
5573,5573,"EB Mission RD @ 34 AV SW",,  51.022949,-114.065990,,,0
5574,5574,"EB 39 AV SE @ Burnsland RD",,  51.017891,-114.060534,,,0
5575,5575,"WB 42 AV SE @ E. of 1 ST SE",,  51.016055,-114.060493,,,0
5576,5576,"WB 42 AV SW @ Macleod TR",,  51.016209,-114.065161,,,0
5577,5577,"NB 4 ST SW @ 34 AV SW",,  51.023460,-114.071306,,,0
5579,5579,"NB Centre ST N @ 78 AV N",,  51.123094,-114.071237,,,0
5580,5580,"SB 1 ST SW @ 8 AV SW",,  51.045868,-114.065640,,,0
5581,5581,"WB 11 AV SW @ 2 ST SW",,  51.042599,-114.068729,,,0
5582,5582,"WB 11 AV @ 6 ST SW",,  51.042852,-114.077388,,,0
5583,5583,"SB 8 ST SW @ 17 AV SW",,  51.037191,-114.081910,,,0
5584,5584,"WB Prospect AV @ Carleton ST SW",,  51.032469,-114.088769,,,0
5585,5585,"SB Carleton ST @ Premier WY SW",,  51.025773,-114.090444,,,0
5586,5586,"WB 38 AV SW @ 14A ST SW",,  51.020225,-114.095911,,,0
5587,5587,"SB 16 ST SW @ 44 AV SW",,  51.013738,-114.100580,,,0
5588,5588,"WB 50 AV SW @ 19 ST SW",,  51.008787,-114.106920,,,0
5589,5589,"NB 11A ST NE @ Colonel Baker PL",,  51.049302,-114.034585,,,0
5590,5590,"EB 1 AV NE @ 7 ST NE",,  51.053203,-114.045110,,,0
5591,5591,"WB 32 AV NW @ 31 ST NW",,  51.081640,-114.131178,,,0
5592,5592,"WB 32 AV NW @ 33 ST NW",,  51.081647,-114.134761,,,0
5593,5593,"WB Richardson WY @ Richard RD SW",,  51.012625,-114.122822,,,0
5594,5594,"EB 25 AV SW @ 4 ST SW",,  51.030505,-114.071179,,,0
5596,5596,"Mount Royal University Terminal",,  51.014599,-114.133842,,,0
5597,5597,"EB 90 AV SE @ 52 ST SE",,  50.972221,-113.957240,,,0
5598,5598,"NB Northland DR @ 52 AV NW",,  51.099648,-114.141077,,,0
5599,5599,"EB 50 AV SW @ Richard RD",,  51.008638,-114.128587,,,0
5600,5600,"NB Martindale GA @ 64 AV NE",,  51.111184,-113.965105,,,0
5601,5601,"EB McDougall RD @ 11A ST SE",,  51.050823,-114.034259,,,0
5602,5602,"EB Everridge DR @ Evermeadow GA SW",,  50.910881,-114.121265,,,0
5603,5603,"EB 50 AV SW @ 20 ST SW",,  51.008639,-114.108598,,,0
5604,5604,"NB 16 ST SW @ Altadore AV",,  51.012816,-114.100395,,,0
5605,5605,"EB 38 AV SW @ 15 ST SW",,  51.020084,-114.097132,,,0
5606,5606,"EB 38 AV SW @ 14A ST SW",,  51.020078,-114.095421,,,0
5607,5607,"NB 10 ST SW @ 34 AV SW",,  51.023163,-114.087855,,,0
5608,5608,"NB 8 ST SW @ Durham AV",,  51.034212,-114.082568,,,0
5610,5610,"WB 6 AV SE @ 5 ST SE",,  51.047190,-114.051001,,,0
5611,5611,"EB 9 AV SE @ 19 ST SE",,  51.035139,-114.019540,,,0
5612,5612,"Harvest Hills BV @ 300 Harvest Grove PL NE",,  51.148055,-114.045993,,,0
5613,5613,"SB 69 ST SW @ Springborough BV",,  51.035282,-114.187768,,,0
5614,5614,"NB 69 ST SW @ Westside Rec Ctr Entrance",,  51.035029,-114.187355,,,0
5615,5615,"EB McKenzie Lake BV @ Mount McKenzie DR SE",,  50.916274,-113.979506,,,0
5616,5616,"NB 14 ST SW @ 12 AV SW",,  51.042514,-114.094474,,,0
5617,5617,"NB 14 ST SW @ 6 AV SW",,  51.046194,-114.094515,,,0
5618,5618,"NB 14 ST NW @ 22 AV NW",,  51.072568,-114.094575,,,0
5619,5619,"NB 14 ST NW @ Rosevale DR NW",,  51.080790,-114.094588,,,0
5620,5620,"SB Carleton ST @ Montcalm CR SW",,  51.027454,-114.090011,,,0
5621,5621,"SB 14 ST NW @ Roselawn CR",,  51.075031,-114.094849,,,0
5622,5622,"SB 14 ST SW @ 6 AV SW",,  51.046230,-114.094883,,,0
5623,5623,"NB 16 ST SW @ 19 AV SW",,  51.036837,-114.098767,,,0
